company_name,ratings,reviews,Industry,locations,highly_rated_aspects,critically_rated_aspects
Factspan,3.3,144,IT Services & Consulting,Bangalore / Bengaluru +3 other locations,,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction"
Techouts,4.1,144,IT Services & Consulting,Hyderabad / Secunderabad +5 other locations,"Skill Development / Learning, Company Culture, Work Satisfaction",
Bdh Industries,4.7,144,Pharma,Mumbai +6 other locations,"Job Security, Work Life Balance, Work Satisfaction",
Dangote Cement,4.2,144,Building Material,Hyderabad / Secunderabad +6 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
Virtusa Software Services,3.3,144,IT Services & Consulting,Chennai +9 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Classic Marble Company,3.5,144,Building Material,Mumbai +17 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
STJ Electronics,3.5,144,Semiconductors,New Delhi +12 other locations,,"Company Culture, Promotions / Appraisal, Job Security"
GTN Engineering,4.1,144,Metals & Mining,Coimbatore +14 other locations,"Job Security, Skill Development / Learning, Work Life Balance",
Patil Automation,3.3,144,,Pune +10 other locations,,"Work Life Balance, Promotions / Appraisal, Salary & Benefits"
Embassy Group,4.0,144,Real Estate,Bangalore / Bengaluru +15 other locations,"Job Security, Company Culture, Work Life Balance",
Deepak Novochem Technologies,4.0,144,Chemicals,Chiplun +4 other locations,"Job Security, Company Culture, Work Life Balance",
Pixon Energy,4.1,144,Electrical Equipment,Rajkot +10 other locations,"Work Life Balance, Company Culture, Salary & Benefits",
Poct Services,3.9,144,Medical Equipment,Lucknow +35 other locations,"Work Life Balance, Job Security, Skill Development / Learning",Promotions / Appraisal
Virtusa Software Services,3.3,144,IT Services & Consulting,Chennai +9 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Jamia Hamdard University,4.0,144,Education & Training,New Delhi +3 other locations,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Job Security"
Amrit Bottlers,4.1,144,Beverage,Faizabad +9 other locations,"Company Culture, Job Security, Skill Development / Learning",Promotions / Appraisal
ENTRI SOFTWARE,3.9,144,EdTech,Kochi +11 other locations,"Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
Machino Polymers,3.3,144,Petrochemicals,Gurgaon / Gurugram +12 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Embassy Group,4.0,144,Real Estate,Bangalore / Bengaluru +15 other locations,"Job Security, Company Culture, Work Life Balance",
Classic Marble Company,3.5,144,Building Material,Mumbai +17 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Hilton Garden Inn,3.8,143,Hospitality,New Delhi +16 other locations,,"Work Life Balance, Work Satisfaction, Promotions / Appraisal"
SurePrep,4.0,143,Software Product,Mumbai +4 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Tcil,3.8,143,Telecom,New Delhi +37 other locations,"Work Life Balance, Company Culture","Promotions / Appraisal, Job Security"
Bausch & Lomb,3.6,143,Medical Equipment,Gurgaon / Gurugram +20 other locations,"Salary & Benefits, Work Life Balance","Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
JQR SPORTS,4.1,143,,New Delhi +13 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",
Brickwork India,3.5,143,Financial Services,Bangalore / Bengaluru +3 other locations,,"Salary & Benefits, Company Culture, Promotions / Appraisal"
ResearchAyu,4.3,143,Healthcare,Navi Mumbai +6 other locations,"Salary & Benefits, Work Satisfaction, Skill Development / Learning",
Jash Engineering,3.9,143,Engineering & Construction,Indore +3 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Skill Development / Learning"
Girl Power Talk,4.7,143,Internet,Mohali +4 other locations,"Skill Development / Learning, Company Culture, Work Life Balance",
Shipping Corporation of India,4.3,143,Logistics,Mumbai +11 other locations,"Work Life Balance, Work Satisfaction, Company Culture",
Indian School Finance Company,4.6,143,NBFC,Hyderabad / Secunderabad +38 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Fourth Partner Energy,4.3,143,Power,Hyderabad / Secunderabad +19 other locations,"Company Culture, Work Life Balance, Job Security",
INDOASIAN,4.1,143,Semiconductors,Noida +31 other locations,"Work Life Balance, Salary & Benefits, Company Culture",Promotions / Appraisal
Mistral Solutions,3.5,143,IT Services & Consulting,Bangalore / Bengaluru +6 other locations,,"Company Culture, Work Life Balance, Salary & Benefits"
DLF Brands,3.9,143,Retail,New Delhi +18 other locations,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Dantal Hydraulics,4.2,143,Industrial Machinery,Gurgaon / Gurugram +11 other locations,"Company Culture, Work Satisfaction, Work Life Balance",
GMP Technical Solutions,3.9,143,Industrial Machinery,Mumbai +20 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Automotive Research Association of India,4.0,143,Auto Components,Pune +3 other locations,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal
Newtronic Lifecare Equipment,4.0,143,Pharma,Mumbai +16 other locations,"Work Life Balance, Skill Development / Learning, Work Satisfaction",Promotions / Appraisal
NIS Management Private,3.7,143,Law Enforcement & Security,Kolkata +18 other locations,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Mobineers Info Systems,4.2,143,IT Services & Consulting,New Delhi +16 other locations,"Work Life Balance, Work Satisfaction, Job Security",
SKS Ispat & Power,3.2,143,Industrial Machinery,Raipur +7 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Aditya Birla Chemicals,3.8,143,Chemicals,Bharuch +19 other locations,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
First Step Babywear,4.1,143,Fashion & Textile,Hosur +6 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
ITC Group,3.8,143,Kolkata +37 other locations,,Job Security,"Promotions / Appraisal, Work Satisfaction"
IREP Credit Capital,4.1,143,Financial Services,Hyderabad / Secunderabad +55 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Scymes Services,3.5,143,IT Services & Consulting,Mumbai +11 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
Futures First info Services,3.4,143,Financial Services,Gurgaon / Gurugram +8 other locations,,"Job Security, Work Life Balance, Promotions / Appraisal"
The Oriental Insurance Co.,4.3,143,Insurance,New Delhi +61 other locations,"Work Life Balance, Company Culture, Work Satisfaction",
Sun Flag Steel,3.6,143,Iron & Steel,Bhandara +9 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Vasavi Group,3.9,143,Real Estate,Hyderabad / Secunderabad +5 other locations,"Work Life Balance, Company Culture",Promotions / Appraisal
Foiwe Info Global Solution,4.4,143,IT Services & Consulting,Bangalore / Bengaluru +2 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
Cresce Technology Private Limited,4.0,143,Software Product,Gurgaon / Gurugram +2 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Sarla Advantech,3.9,143,Engineering & Construction,Pune +12 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Community Health Center,4.3,143,Healthcare,Lucknow +69 other locations,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
iQuanti,3.4,143,Marketing & Advertising,Bangalore / Bengaluru +8 other locations,,"Promotions / Appraisal, Work Life Balance, Work Satisfaction"
Suntara Cosmetics,3.7,143,Beauty & Personal Care,Ahmedabad +7 other locations,Work Life Balance,"Promotions / Appraisal, Job Security"
Warner Bros. Discovery,3.7,143,Media & Entertainment,Hyderabad / Secunderabad +7 other locations,"Salary & Benefits, Work Life Balance, Company Culture","Promotions / Appraisal, Job Security"
Vee Gee Auto Components,4.0,143,Ahmedabad +7 other locations,,"Work Satisfaction, Skill Development / Learning, Salary & Benefits",
thinkbridge,3.4,144,IT Services & Consulting,Pune +7 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Market Research Future Reports,3.5,144,Analytics & KPO,Pune +2 other locations,,"Company Culture, Work Life Balance, Work Satisfaction"
Orange Health Labs,3.8,148,Healthcare,Bangalore / Bengaluru +9 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Astute Corporate Services,3.1,145,Other,Pune +24 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
CapGrid Solutions,4.0,143,Internet,Gurgaon / Gurugram +16 other locations,"Salary & Benefits, Company Culture, Work Life Balance",
Kutch Copper,3.7,149,Mundra +10 other locations,,"Salary & Benefits, Job Security",Promotions / Appraisal
Teliolabs,3.7,143,Emerging Technologies,Hyderabad / Secunderabad +4 other locations,,"Job Security, Promotions / Appraisal, Salary & Benefits"
Fulcrum Worldwide Software,4.5,143,IT Services & Consulting,Pune +1 other locations,"Company Culture, Work Life Balance, Work Satisfaction",
GTT Communications,3.3,143,Hardware & Networking,Pune +6 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Naiknavare Developers,3.7,143,Real Estate,Pune +4 other locations,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
Gujarat State Petronet,4.0,143,Oil & Gas,Ahmedabad +29 other locations,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal
CoinDCX,3.8,143,Emerging Technologies,Bangalore / Bengaluru +7 other locations,"Salary & Benefits, Work Life Balance, Skill Development / Learning",
Gujarat State Petronet,4.0,143,Oil & Gas,Ahmedabad +29 other locations,"Work Life Balance, Job Security, Salary & Benefits",Promotions / Appraisal
SysArc Infomatix,3.4,144,FinTech,Chennai +5 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Enfusion,3.3,143,FinTech,Mumbai +6 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Saudi Oger,4.4,142,Engineering & Construction,Riyadh +13 other locations,"Company Culture, Work Satisfaction, Job Security",Promotions / Appraisal
Antraweb Technologies,3.8,142,IT Services & Consulting,Mumbai +6 other locations,"Skill Development / Learning, Work Life Balance, Company Culture",
New India Co-Op Bank,3.1,142,Banking,Mumbai +6 other locations,,"Promotions / Appraisal, Job Security, Salary & Benefits"
YFC PROJECTS,3.6,142,Engineering & Construction,New Delhi +16 other locations,"Work Life Balance, Job Security",Promotions / Appraisal
Shiksha Financial Services India,4.3,142,NBFC,Chennai +29 other locations,"Work Life Balance, Work Satisfaction, Skill Development / Learning",
Kamdhenu Paints,2.9,142,Building Material,Gurgaon / Gurugram +46 other locations,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
B New Mobiles,3.2,142,Electronics Manufacturing,Hyderabad / Secunderabad +32 other locations,,"Work Life Balance, Job Security, Company Culture"
Crane Consulting and Outsourcing,4.0,142,,Bangalore / Bengaluru +5 other locations,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
ApplyBoard,2.5,142,Internet,Gurgaon / Gurugram +9 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Avon Cycles,4.0,142,Automobile,Ludhiana +5 other locations,"Work Life Balance, Skill Development / Learning, Salary & Benefits",
First Solar,3.9,143,Internet,Chennai +9 other locations,"Work Life Balance, Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
Ceipal,3.1,142,Software Product,Hyderabad / Secunderabad +6 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
ASA & Associates,3.5,143,Accounting & Auditing,New Delhi +11 other locations,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Hitachi Automotive Systems,4.2,142,Auto Components,Chennai +12 other locations,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
Reliance Foundation India,4.0,142,Education & Training,Mumbai +39 other locations,Skill Development / Learning,Promotions / Appraisal
Sri Ramachandra University,4.4,142,Education & Training,Chennai +6 other locations,"Job Security, Company Culture, Skill Development / Learning",
Bambino Pasta Food Industries,4.0,142,Food Processing,Hyderabad / Secunderabad +36 other locations,Work Life Balance,Promotions / Appraisal
Sourcefuse Technologies,3.1,142,IT Services & Consulting,Noida +7 other locations,,"Work Satisfaction, Promotions / Appraisal, Job Security"
Unicommerce Esolutions,2.9,142,Software Product,Gurgaon / Gurugram +7 other locations,,"Promotions / Appraisal, Company Culture, Job Security"
ApplyBoard,2.5,142,Internet,Gurgaon / Gurugram +9 other locations,,"Job Security, Promotions / Appraisal, Work Satisfaction"
Hitachi Automotive Systems,4.2,142,Auto Components,Chennai +12 other locations,"Job Security, Company Culture","Promotions / Appraisal, Salary & Benefits"
ETP International,3.1,142,Power,Mumbai +4 other locations,,"Promotions / Appraisal, Work Satisfaction, Company Culture"
Privat Hospital,4.0,142,Healthcare,Chennai +60 other locations,"Work Life Balance, Work Satisfaction, Company Culture",
Veeraraghavan & Company,3.1,142,Accounting & Auditing,Mumbai +22 other locations,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
NewAge Software & Solutions,3.7,143,IT Services & Consulting,Chennai +8 other locations,,"Promotions / Appraisal, Salary & Benefits"
Hind Terminals,4.1,142,Logistics,Mumbai +20 other locations,"Job Security, Work Life Balance, Salary & Benefits",
Milliman,3.6,143,Management Consulting,Gurgaon / Gurugram +4 other locations,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Wysetek Systems Technologists,3.7,144,IT Services & Consulting,Mumbai +11 other locations,,"Work Life Balance, Promotions / Appraisal"
Kamlesh Kumar Singh Engineers,4.4,142,Engineering & Construction,Panipat +20 other locations,"Job Security, Skill Development / Learning, Work Life Balance",
Kenvue,3.6,148,,Bangalore / Bengaluru +25 other locations,Salary & Benefits,"Promotions / Appraisal, Work Satisfaction, Job Security"
Mtg Learning Media,3.8,142,Printing & Publishing,Gurgaon / Gurugram +13 other locations,"Work Life Balance, Job Security","Promotions / Appraisal, Skill Development / Learning, Company Culture"
Lycatel BPO,2.6,142,BPO,Chennai +3 other locations,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
yellow.ai,3.0,142,Software Product,Bangalore / Bengaluru +4 other locations,,"Job Security, Promotions / Appraisal, Skill Development / Learning"
Nitika Pharmaceutical Specialities,3.8,142,Pharma,Nagpur +3 other locations,"Company Culture, Skill Development / Learning",Promotions / Appraisal
